yo,en
Àgbàlá pa lọ́lọ́; eruku ti baralẹ̀.,The courtyard is closed today; the dust has settled.
Gbogbo ògiri àwọn òrùlé onírin ti àwọn ilé tó wà nítòsí ni wọ́n ti wọ àwọ̀ pupa.,All the walls of the metal roofs of the nearby houses have been painted red.
"Ariwo agbègbè tún padà wá, gbogbo ohùn dídún orin àwọn ọ̀dọ́ àti àgbà","The noise of the area came back, all the voices of the young and the old singing"
Gbogbo dídún àwọn ohun bíi páńgolo,All playing things like drums
Ẹnìkan ń kọrin ìyìn Yorùbá kan nínú ọgbà tó wà lẹ́gbẹ̀ẹ́ tẹ̀mi.,Someone is singing a Yoruba hymn in the garden next to me.
"Ohùn rẹ̀ kẹ̀, ó sì ń gbọ̀n, àfi bíi pé orin náà jáde wá láti inú odò ikùn ẹ̀ ni.","His voice was hoarse and trembling, as if the music came from the river in his stomach."
"Mo jókòó jẹ́ẹ́ sétí ìjókòó ò mi, pẹ̀lú ikùn mi tó ń kùn","I sat on my seat, with my stomach grumbling"
Mo fẹ́ sọ fún Ṣeun pé nkò mọ ohun tí màá ṣe pẹ̀lú àlàyé yìí,I want to tell Sheun that I don't know what to do with this explanation
"Mi ò bìkítà fún ohun tí ó ṣẹlẹ̀ lẹ́yìn ikú, àti ibi tí màá lọ lẹ́yìn náà.","I don't care about what happens after death, and where I will go after."
Nǹkan ṣoṣo tí mo fẹ́ ni pé kí n tún ríi padà. Eléyìí ti tó fún mi.,The only thing I want is to see him again. This is enough for me.
Kí ni a máa ṣe nípa wọn? Ó nawọ́ sí ibi tí ìyá mi wà.,What are we going to do about them? He reached where my mother was.
Aò le tẹ̀ síwájú láì fi tiwọn ṣe.,We cannot move forward without doing theirs.
"Mo ròó fún ìgbà díẹ̀, mo wá sọ nǹkan tí mi ò tíi sọ rí nípa màmá mi.","I thought for a while, then I said something that I have never said before about my mother."
Wọn á ní láti gba ohun tí wọn ò lè yí padà lọ́tẹ̀ yìí.,They will have to accept what they cannot change this time.
Mo pè sí ibi tí wọ́n jókòó sí ní igun ẹ̀yìnkùnlé. “A ní láti sọ̀rọ̀.”,"I called to where they were sitting in the back corner. ""We need to talk."""
"Ìyá mi dúró níwájú u wa, wọ́n sì yí ojú padà láti ọ̀dọ̀ mi","My mother stood in front of us, and they turned away from me"
"Ohun tí ẹ̀yin méjèèjì ń ṣe yìí, èèwọ̀ ni o, Ìyá mi wí.","What you two are doing is forbidden, said my mother."
Eléyìí bẹ̀rẹ̀ àríyànjiyàn láàárin wọn.,This started an argument between them.
Wọ́n ti súnmọ́ ara wọn débi pé wọ́n fẹ́ẹ̀ lè máa na ara wọn,They are so close to each other that they are almost touching each other
"Ẹ dákẹ́ ẹnu yín kí ẹ jókòó, Màmá, ni mo pariwo, ẹnu sì ya ìyá à mi.","Shut up and sit down, Mom, I shouted, and my mother's mouth was shocked."
Wọ́n wò mí bíi pé ó ti wá yé wọn pé ọjọ́ púpọ̀ ti kọjá,They looked at me as if they understood that many days had passed
Mi ò sì nílò láti gbà’ṣẹ lọ́wọ́ wọn mọ́. Wọ́n jókòó jẹ́jẹ́.,And I don't need to take jobs from them anymore. They sat quietly.
Ó ya ìyá mi lẹ́nu bí mo ṣe sọ fún wọn pé àwọn ni wọ́n ń gbé agbedeméjì ayé òhun ọ̀run,My mother was surprised when I told them that they live in the middle of the sky.
Wọ́n súnmú nígbà tí wọ́n rí ẹ̀rín músẹ́ rẹ̀.,They got closer when they saw his smile.
"Nígbà náà ni omijé bẹ̀rẹ̀, tó ń dà sílẹ̀ pòròpòrò sí ẹ̀rẹ̀kẹ́ àti ọrùn wọn.","Then the tears started, pouring down their cheeks and necks."
Mi ò lè sọ bóyá ẹkún wọn jẹ́ nítorí ohun tí mo sọ tàbí ìjà a wọn pèlú Mọ́túndé,I can't say whether their crying was because of what I said or because of their fight with Motünde
“Ṣé ẹ ti ṣetán láti parí ìjà báyìí?” Mo bèèrè lọ́wọ́ wọn.,"""Are you ready to end the fight now?"" I asked them."
"“Mi ò tíì ṣetán,” Adé jágbe. Mo gbọdọ̀ sọ òótọ́ fún ẹ.”","""I'm not ready yet,"" Adé said. I must tell you the truth."""
“Irú òótọ́ wo?” Mo bèèrè lọ́wọ́ ẹ,"""What kind of truth?"" I asked you"
"Túndé tẹjú mọ́ iwájú, láìṣẹ̀tàn láti sọ ojú abẹ níkòó nípa ohun tí ìròyìn náà jẹ́.","Tunde stared straight ahead, not ready to say anything about what the news was."
Mo wo ìyá mi; wọ́n ń wo káàkiri láiwo ibi tí mo wà.,I looked at my mother; they were looking around regardless of where I was.
Ìyá à mi da ọwọ́ méjèèjì bojú.,My mother covered both hands.
"Wọ́n wà ní ipò yìí fún ìgbà pípẹ́, bí ẹni pé wọ́n ti ń di àpáta ni.","They were in this position for a long time, as if they were turning into rocks."
"Nígbà tí wọ́n tún wò mí, mo ríi pé ètè wọn ti ń gbọ̀n.","When they looked at me again, I saw that their lips were trembling."
"“Ìyàwó ẹ̀ pokùnso nínú ilé ìdáná ìyá àgbà ẹ̀ l’óṣù tó tẹ̀lé ìgbéyàwó ẹ,”","""Your wife hanged herself in her grandmother's kitchen the month after your wedding,"""
Mo gan pa sórí ìjókòó mi.,I really fell on my seat.
Mo ń gbọ́ bí orí mi ti ń lagogo ju gbogbo oun mìíì tó ń dún,I can hear my head ringing louder than all the others that are ringing
Gbogbo iṣan nínú ara mi ni ó ti yípo ní ọ̀nà tí ó ń dùn mí gidigidi.,Every muscle in my body has twisted in a way that hurts me a lot.
"Ojú ẹ̀ ti dà bí ẹ̀re igi, pẹ̀lú àwọn ètè .","His face is like a statue of wood, with lips."
"Bóyá tí màmá mi ò bá bẹ̀rẹ̀ sí ń sọ̀rọ̀ padà, m̀ bá rò pé mo ń ṣìràrán ni.","Maybe if my mother doesn't start talking back, I think I'm wrong."
Èmi àti ìyá ẹ̀ ní láti ṣe nǹkan nípa ẹ̀yin méjèèjì.,Your mother and I have to do something about you two.
"Nítorínáà, a rán-an lọ sí ọ̀dọ̀ọ ìyà-àgba ẹ̀, a dẹ sọ fún un pé ó ti lọ ilé ọkọ ni.”","So, we sent him to the prison, we told him that he had gone to the husband's house."""
"Ó dúró láàárín ọgbà, ó ń dìmọ́ ara ẹ̀, ó kẹ̀yìn sí wa.","He was standing in the middle of the garden, holding himself, and he looked at us."
Ó ń rí sí mi bíi pé mo ti jáa kulẹ̀ nípa gbígba àwọn irọ́ nípa ìgbéyàwó yìí gbọ́.,It seems to me that I have been disappointed by believing the lies about this marriage.
Mo bẹ̀rẹ̀ sí lérò pé mo le fọwọ́ yí nǹkan nínú atẹ́gùn láti dá gbogbo nǹkan padà.,I began to think that I could manipulate the air to change everything.
"“Mo lérò pé ẹò ni sọ pé kí n pẹ̀lẹ́ o,” Mo sọ fún màmá mi.","""I think you're the one who told me to be late,"" I said to my mother."
“Nítorípé eléyìí ò ní mọ́gbọ́n wá.”,"""Because this will not make sense to us."""
"“Ó ti rẹ̀ mí,” ni nǹkan ẹyọ kan tí wọ́n sọ.","""I'm tired,"" was one thing they said."
Mo kún fún oríṣiríṣi èrò nínú àyà mi,I am full of different thoughts in my heart
Ìyá mi rí bí àwọ̀ omi; mo ń wò wọ́n,My mother looks like water; I am looking at them
Ṣùgbọ́n ó rí bíi pé mo tún lè rí àwọ̀ ọ̀dà tí ó wà lódìkejì lẹ́yìn wọn.,But it seems that I can also see the color of the tar that is on the other side behind them.
Agbedeméjì ayé àti ọ̀run yìí ti sú mi.,I am tired of this space between heaven and earth.
"Mo dìde, mo sì rìn jáde.",I got up and walked out.
"Ó ń fẹsẹ̀ gbá àwọn òkuta nílẹ̀ nínú àgbàlá, ó sì ń rẹ́rìín músẹ́.",He was kicking stones in the yard and smiling.
"Ṣé o rántí ìgbà tí a máa ń yí bébà fi ṣe sìgá, tí a máa ń fàá mu lẹ́yìn ilé?","Do you remember the time when we used to turn paper into cigarettes, which we used to smoke behind the house?"
"Mo fọwọ́ kan ọrùn ẹ̀, mo fi ìka kan fa ìlà yíi ká, mo wò ìsàlẹ̀ láti yẹ̀ẹ́wò fún àpá.","I touched her neck, I drew a line around it with one finger, I looked down to check for scars."
"Ó dún ìdún ayọ̀ díẹ̀, ara ẹ̀ sì le lábẹ́ ìfọwọ́kàn mi.","He let out a small sound of joy, and his body stiffened under my touch."
Ó gbé orí ẹ̀ lé èjìká mi.,He put his head on my shoulder.
Mo da ọwọ́ mi ká gbogbo ara rẹ̀ nígbà tí mo ní ipa omijé ẹ̀ lọ́rùn mi.,I spread my hands all over his body when I felt the impact of his tears on my neck.
Àwọn ẹyẹ ti bẹ̀rẹ̀ sí kọrin láti orí igi.,Birds have started singing from the trees.
Èyí jẹ́ àwọn oun dídùn kan tí a gbọ́ gbẹ̀yìn kí ariwo tó dún,These are some of the last things we heard before the noise
Àwọn èrò kan bẹ̀rẹ̀ sí pé jọ.,Some thoughts began to gather.
"Ìyá Túndé sáré lọ sínú àgbàlá, kọjá lára wa lọ sínu ilé.","Túndé's mother ran into the yard, past us and left the house."
"Àwọn obìnrin mìí tún tẹ̀lée láìpẹ́, pẹ̀lú eruku ìdọ̀tí lẹ́yìn ìsáré e wọn.","The other women soon followed, with dust in the wake of their run."
Ó mú ọwọ́ ọ̀ mi dání.,He took my hand.
"Gbogbo nǹkan ló polúkúrúmuṣu báyìí, àbí bẹ́ẹ̀kọ́?","Everything is so simple now, isn't it?"
Ìwọ ọ́ ṣì jẹ́ ọmọge èmi sì ti di ìyá arúgbó.,You are still young and I have become an old mother.
Ó gbọn orí ẹ̀ nù ní rárá. “Ìwọ náà ti ń yípadà.”,"He shook his head. ""You are changing too."""
Mo si ríi pé àwọ ara mi ti di fífà le.,And I saw that my skin has become tighter.
"Ìyá à mi dúró lẹ́nu ọ̀nà, ṣùgbọ́n mi ò kọbiara sí wọn.","My mother was standing at the door, but I ignored them."
Gbogbo kókó ara mi ò dùn mí mọ́.,Every part of my body does not make me happy.
Ó dà bíi pé mo ti kún fún agbára tí mi ò mọ̀ láti ìgbà pípẹ́.,It seems that I have been filled with strength that I have not known for a long time.
Ẹsẹ̀ mi sì yá fáfá nígbà ti mo wọ yàrá tí ẹgbẹ́ àwọn obìnrin ti péjọ.,And my feet felt good when I entered the room where the group of women had gathered.
Màmá Ọdúnladé ń nu omijé ojú ẹ̀ pẹ̀lú etí aṣọ ìró ẹ̀.,Odunlade's mother wipes the tears from her eyes with the edge of her cloth.
"Obìnrin mìí ti já sórí ìkúnlẹ̀, lẹ́sẹ̀ ẹ ibùsùn mi.","My wife has fallen on her knees, at the foot of my bed."
Wọn ò ṣebí ẹni pé wọ́n rí wa; kò dàbí ẹni pé wọ́n kófìrí wa.,They did not pretend to see us; it doesn't seem like they hate us.
"Mo wo ara à mi lórí ibùsùn, mo rí obìnrin tí mo jẹ́ nígbàkan rí.","I looked at myself on the bed, I saw the woman I once was."
Bí ilẹ̀ ṣe máa ń rí lẹ́yìn tí ọyẹ́ bá ti mu gbogbo omi ara ẹ̀ tán.,How the earth looks like after a bird has drunk all its body fluids.
Irun ẹ̀ jẹ́ bíi ti dúdú ẹlẹ́ní bí olókùn.,His hair was as black as a rope.
"Ọyàn ẹ, tó pẹlẹbẹ tó sì gùn, sàn wá sílẹ̀ lẹ́gbẹ̀ẹ́ ẹ̀ mẹ́jẹ̀ẹ̀jì","Your breasts, soft and long, come down next to both of you."
Obìnrin kan fa aṣọ ìbora láti bo àyà ẹ̀.,A woman pulls a blanket to cover her chest.
"Bí a ṣe kúrò ní yàrá yẹn, mo wo inú u jígí kékeré kan tí mo ní.","As we left that room, I looked inside a small mirror that I had."
Èyí sì fi àwòrán mi hàn bí mo ṣe rí gẹ́gẹ́ bí ọmọbìnrin ìkòkó,And this shows my image as I was as a little girl
"Mo wo Ṣadé, ṣùgbọ́n ó rẹ́rìín múṣẹ́ lọ́nà tó yà mí lẹ́nu púpọ̀.","I looked at Şadeh, but he smiled in a way that surprised me a lot."
Àwọn ìyá ti fún wa ní ààyè lati tún bẹ̀rẹ̀ níbi tí a ti dádúró.,Mothers have given us the opportunity to pick up where we left off.
"Ó dì mí lọ́wọ́ mú, a sì jọ jáde lọ síta.",He held my hand and we went outside together.
Ó jẹ́ àsìkò tí àwọn òdòdó àárọ̀ ti wà ní oge ẹwà a wọn.,It is the season when the morning flowers are at their peak of beauty.
"Mo ṣí ọwọ́ mi méjì síta, Ṣadé sì súnmọ́ iwájú.","I opened my two hands, and Şade came closer to the front."
"Ìdìmọ́ra wa pẹ́ púpọ̀, tí ara àwa méjèjì ń balẹ̀ sínú ara wọn.","Our hold lasted for a long time, both of us resting inside each other."
"Ìyá à mi súnmọ́ wa, wọ́n káwọ́ gbera, wọ́n sì tún tú u ká.","My mother came close to us, they started moving, and they scattered her again."
Mo mọ̀ láti gbogbo bí wọ́n ṣe ń gbọ̀n.,I know from all the way they are shaking.
Kò tiẹ̀ rẹ́rìín tàbí kọbiara sí ìdúró ìyá à mi níbẹ̀.,He didn't even laugh or ignore my mother standing there.
Ṣùgbọ́n mo mọ̀ pé ìbínú ẹ̀ jẹ́ èyí tí mo lè mú wálẹ̀,But I know that his anger is something that I can bring down
"Mo ti dé ibí lákòótán, èmi sì ni kọ́kọ́rọ́ sí ilẹ̀kùun ẹ̀.","I have finally arrived here, and I have the key to your door."
Sé ẹ ti ṣetán láti tẹ̀síwájú? Mo bèèrè lọwọ́ ọ wọn.,Are you ready to move on? I asked you them.
"Ìbéèrè yìí ò tiẹ̀ wúlò mọ́ lásìkò yìí. Síbẹ̀, wọ́n ní, “Bẹ́ẹ̀ni.”","This question is not even relevant at this time. Still, they said, ""Yes."""
"Nígbà tí mo lá ojú ù mi padà, a ń dúró níwájú odò.","When I opened my eyes again, we were standing in front of the river."
"“Tọọ̀, báwo la ṣe máa pe àwọn ìyá wá o?” Mo bi wọ́n.","""Well, how are we going to call the mothers?"" I asked them."
"“Àá kọrin ni,” ìyá mi fèsì. Wọ́n sì gbóhùn sókè.","""She will sing,"" my mother replied. And they spoke loudly."
"Ó gbé agbohùn fóònù sókè, ó sì dìímú digbí",He picked up the phone and held it tight
Òun ló máa dúro fún àsìkò díẹ̀ kó tó sọ̀rọ̀.,He will wait for a while before speaking.
Ó ríi pé òun máa ń fẹ́ ṣeé ní àwọn ìgbà tí kò ròtì.,He realizes that he wants to be able to when he doesn't think.
"Dípò ìyẹn, ó gbé agbohùn fóònù sílẹ̀, tí ọwọ́ ẹ̀ sì ń gbọ̀n.","Instead, he put the phone down, his hands shaking."
Ilé kan wà tó dúró bí ahá: bíi òkúra dúdú fafa,There is a house that stands like a house: like a sophisticated black stone
"Obìnrin náà tó ga, tó wunilójú tó dàbí ará ayé mìíràn","The tall, attractive woman who looks like someone from another world"
"Ó tún àwọn ọ̀rọ̀ yìí sọ sókè, ó ń gbádùn bí wọ́n ṣé ń yí lórí ahọ́n ẹ̀","He repeated the words, enjoying the way they rolled off his tongue."
"Ó sáré lọ sínú yàrá màmá ẹ̀, ó ṣí àwọn àpótí i aṣojúlóge ẹ̀.",He ran into his mother's room and opened the boxes.
"Ó ń wá nǹkan láàárín àwọn ìtọ́tẹ̀, ó ń pòṣé.","He is looking for something between the clues, he is posing."
"Ó ṣí àpótí aṣọ ẹ̀ pẹ̀lú agídí, àwọn dígí inú ẹ̀ ṣì sọọ́ di púpọ̀ lẹ́sẹ̀kẹsẹ̀","He opened his wardrobe stubbornly, and the mirrors inside were immediately wide open."
Oyin kan pẹ̀lú ẹnu pupa bí ẹ̀rọ panápaná ń léfòó nínú ìtànná ariwo ẹ̀lẹ́tíríìkì.,A bee with a mouth as red as a fire engine floats in a flower of electrical noise.
"Nínú ìjókòó ẹ̀yìn, ó le rí orí ojú ẹ̀ nínú dígí ìwẹ̀yìn ọkọ̀","In the back seat, he could see his face in the rearview mirror"
Ó rì lọ sínú àga bí ìlú náà ṣé ń jáde wá,He sank into the chair as the city came out
Ó tẹ fèrèsé ọkọ̀ sílẹ̀ bí awakọ̀ ṣe ń sọ̀rọ̀ láìdúró,He rolled down the car window as the driver kept talking
"Ó dijú ẹ̀, tí gbogbo bótòbótò awakọ̀ náà ń wọ̀ọ́ lára láìjanpata.","It is complicated, that all the driver's attention is affected without fail."
"Níbi iṣẹ́ kìnní yìí, ó rí ọkùnrin pẹ́lẹ́ngẹ́ onígòlójú kan","At this first job, he saw a handsome man"
Ó ń fọwọ́ tún ìgò ojú tó bà sórí imú ẹ̀ ṣe,He was fixing the eye bottle that fell on his nose
Ilé náà dàbíi àwòrán tí a mú wá láti Ilé Olókuta,The house looks like a picture taken from the House of Olokuta
Ohun ọjọ́ iwájú tó dàbíi pé kò jọ mọ́ àdúgbó yẹn.,The future that seems to be different from that village.
"Ó fi ẹ̀rọ abomiwọ́nlẹ̀ sílẹ̀, inú ẹ̀ dùn láti rí arábìnrin yìí","He left the water heater, you are happy to see this sister"
Ó nawọ́ sí ìlẹ̀kùn iwájú ilé tó wà ní ṣíṣí,He reached for the open front door
"Nínú ilé, ó pòórá fún bí ìṣẹ́jú kan, ó sì padà pẹ̀lú ìnura lọ́wọ́.","Inside the house, he disappeared for about a minute and returned with a towel in hand."
"Lẹ́yìn èyí, lẹ́yìn tó ti bọ́ gbogbo aṣọ ẹ̀ tán lórí ibùsùn","After this, after taking off all his clothes on the bed"
"Ó ń dún, ó ń yìn-ín fún bí ọwọ́ ẹ̀ ṣe lọ́wọ́rọ́ tó.","He is singing, he is praising you for how rich your hands are."
Iná ẹ̀ tó ń jó fún ọmọkùnrin yìí bẹ̀rẹ̀ nínú u balùwẹ̀,The fire that was burning for this boy started in the bathroom
"Lọ́sẹ̀ yẹn, àwọn iná nàà bẹ̀rẹ̀ sí ń jó ní yàrá ọ̀tọ̀tọ̀ nígbà kọ̀ọ̀kan","That week, the fires started burning in different rooms each time."
"Ó bẹ́ jáde, ó rìn kọjá lóríi pápá a atẹ́rẹrẹ tí a kùn pẹ̀lú àwọn àtíbàbà funfun",He jumped out and walked across the grassy field covered with white blankets.
Ọpọ̀lọpọ̀ ẹran ara wà ní gbogbo àyíká,There is a lot of flesh all around
"Ó bọ́ aṣọ òtútù ẹ̀, ó fi kọ́ apá ẹ̀ bíi ẹnìkan",He took off his cold clothes and put them on his arms like someone else
Ó yẹ àwọn àlejò yìí wò. Kò sí ènìyàn dúdú kankan níbẹ̀.,He looked at these guests. There were no black people there.
Kò tiẹ̀ pinnu láti pín oúnjẹ ìpanu kankan.,He didn't even decide to share any snacks.
Ó ti mọ́ọ lára láti máa jẹ́ obìnrin dúdú kan ṣoṣo tó farajọ ẹlòmíràn,She was used to being the only black woman who faced anyone else
Ó gbá àwọn bọ́tìnì dùùrù mọ́lẹ̀ pẹ̀lú ipá.,He hit the piano keys hard.
"Àwọn èrò kékeré yìí ń pariwo, láì fún ara wọn ní ijánu kankan","These little people are screaming, without giving themselves any reins"
Wọ́n ń di ife wáìnì wọn mú.,They are holding their wine cups.
Nǹkankan nípa ìfọwọ́kàn yẹn dàbí ohun tó dámọ̀.,Something about that touch felt familiar.
Ó fara mọ́ọ láìlágbára láti kọ àyípadà kan tó ń ṣẹlẹ̀ nínúu ikùn ẹ̀.,He was unable to resist a change that was happening in his stomach.
Ó wọ ìbòjú oní fàdákà tí a fi iṣẹ́ ọ̀ṣọ́ púpọ̀ ṣí.,He wears a veil of silver with many ornaments.
Kò sí ọ̀nà tí a fi lè rí ojú ẹ̀ wò.,There is no way we can see his face.
"Ó wọ aṣọ iṣẹ́ aláwọ̀ ọ búlù òru tí a fi àrà rán, tó sì bá àwọ ẹ̀ mu",She wears a navy blue embroidered work dress that matches her complexion.
"Ó wà ní ìwọ̀n-ọn gíga kannáà, pẹ̀lú ìdúró àti títínrín.","He is of the same height, with stature and strength."
"Dípò o kó dáa lóhùn, ọkùnrin yìí gbàá lọ́wọ́, ó darí ẹ̀ lọ","Instead of giving a good answer, this man took her by the hand and led her away"
Ó fọwọ́ sí abẹ́ aṣọ àríyá ẹ̀ tó jẹ́ àwọ̀ ọ alámọ̀,He patted the bottom of her party dress which was colored purple
Ó fi ẹnu kòó lọ́rùn jẹ́jẹ́ kó tó kúrò.,He kissed her neck before leaving.
Àwọn ẹja oníràwọ olóṣùpá kúrò nínú ilé e wọn,The moon starfish leave their homes
Ó wọ inú àwọn èrò tó ń gégèé lọ sí oríṣiríṣi ọ̀nà.,He entered the crowd going in different directions.
Ẹja oníràwọ̀ olóṣùpá wá di olú.,The moon starfish became a mushroom.
Òhun ti ń wo inú àpò ìléwọ́ ẹ̀ láti sanwó ìlàjì oúnjẹ.,He was looking in his pocket to pay for the food.
Ọmọkùnrin náà ń wòó bíi pé ó mọ̀ọ́ timọ́tímọ́.,The boy looked as if he knew him well.
"Èyí jẹ́ wíwò ológe tó lọ́wọ́rọ́, tó sì wà fún ìgbà bíntín.","This is a very rich look, and it is for childhood."
"Lẹ́yìn náà, ojú ẹ̀ dúdú, gbogbo ara ẹ̀ sì kọ́rẹ́lọwọ́.","After that, your face was black and your whole body was paralyzed."
Kò sí bí ó ṣe lè mu ọtí yó tó.,There is no way he can get drunk enough.
Mi ò fẹ́ kú ikú ọkàn ríru láàárín ọgbọ̀n’jọ́ orí mi o.,I don't want to die of a heart attack in my thirties.
Kóo sì sá fún gbogbo àwọn nǹkan tó ní ẹ̀pà nínú.,And avoid all things that contain peanuts.
"Ní tòótọ́, ó rántí ohun tó ṣẹlẹ̀ yẹn.","In fact, he remembered what had happened."
Ọkùnrin yìí ti sọ fún-un nípa ìrìn àjò o ẹ̀ sí ìlú ọba,This man had told him about his trip to the royal city
Ó sọ̀rọ̀ pẹ̀lú ìgbónára fún ìgbà díẹ̀.,He spoke passionately for a while.
Ọmọbìnrin yìí ò retí àti rí irú ọ̀yàyà báyìí gbà lọ́dọ̀ ọ ẹ̀.,This girl did not expect and see this kind of warmth from you.
Òtítọ́ ni pé nǹkan kékeré ló mọ̀ nípa ẹ̀ yàtọ̀ sí ìbaṣepọ̀ iṣẹ́ tí wọ́n ní.,The truth is that he knows little about you apart from the work relationship they have.
“Nǹkankan tí inú ẹ̀ ò dùn sí nípa iṣẹ́?” Ó rọ̀ọ́ jẹ́jẹ́.,"""Anything you're not happy about at work?"" It's easy."
Àwọn irin iṣẹ́ ìyàwòránilé ni ó kán lọ́wọ́ ẹ̀.,He was full of painting tools.
Ó bẹ̀rẹ̀ sí ní kó owó láti inú àpò ìléwọ́ ẹ̀.,He started asking her to take money from her pocket.
"Iná tó bẹ̀rẹ̀ ẹ gbogbo ẹ̀ jẹ́ ìṣèèṣì, bí wọ́n ṣe sọ fún-un.","The fire that started you all was a failure, as they told him."
Ara ìrántí yẹn máa ń parapọ̀ sínú àtubọ̀tán kannáà ni.,That body of memory merges into the same image.
Ó gbìyànjú láti sọ̀rọ̀ ṣùgbọ́n kò lè ṣeé mọ́.,He tried to speak but couldn't.
Nàìjíríà yóò gba ikọ̀ ọmọ ogun tuntun.,Nigeria will receive a new army ambassador.
Wọ́n fẹ́ gbógun ti ìdúnkokò àti ètò ààbò tó ń ṣe ṣége-ṣège.,They want to fight corruption and the corrupt security system.
Ọ̀jọ̀gbọ́n Yẹmí Òṣíbàjò jẹ́ igbákejì ààrẹ.,Professor Yemi Oshibajo is the vice president.
Mo lọ sí ìlú Àbújá lọ́jọ́ Ajé láti pàdé ọ̀rẹ́ mi.,I went to Abuja on Monday to meet my friend.
Ọ̀jọ̀gbọ́n Ajáńlékokò sọ̀rọ̀ lásìkò ìpàdé tí ó ṣe.,Professor Ajanlekoko spoke during the meeting he held.
Mò ń gbọ́ orin nígbà tí mò ń lọ sí ilé ìjọsìn.,I was listening to music when I was going to church.
"Ọ̀jọ̀gbọ́n Òsíbàjò tún ní, À ń sa ipá wa lórí ètò ààbò.","Professor Osibajo also said, We are doing our best on the security system."
Wọ́n lọ sí ìlà oòrùn láti kojú ikọ̀ ọlọ́tẹ̀.,They went to the east to face the rebel ambassador.
Wọ́n ya owó kan sọ́tọ̀ láti fi ra irinṣẹ́ ogun.,They set aside money to buy tools of war.
Wọ́n ṣe àmójútó ètò ààbò lórílẹ̀ èdè yìí.,They manage the security system in this country.
Ìlú ṣe ètò tí ìjọba yóò máa tẹ̀lé láti mójútó ètò ààbò.,The city made a plan that the government will follow to ensure the security system.
Wọ́n ṣàpèjúwe rẹ̀ gẹ́gẹ́ bí èèyàn àlááfíà.,He was described as a man of peace.
A ò ní fowó kún ọkọ̀ ojú irin nítorí àwọn mẹ̀kúnnù.,We will not invest in the train because of the complaints.
Ìjọba kò ní dẹ́kun àti ṣèrànwọ́ nípa fífi owó kún ọkọ̀ ojú irin.,The government will not stop and help by adding money to the train.
Ó sọ̀rọ̀ yìí lásìkò tó ń bá àwọn akọ̀rọ̀yìn sọ̀rọ̀.,He said this while talking to reporters.
Lágbàáyé kò sí ibi tí wọ́n ti ń lo ọkọ̀ ojú irin láti pa owó sápò ìjọba.,There is no place in the world where trains are used to save money for the government.
Ilé-iṣẹ́ tó ń mójútó ọkọ̀ ojú irin yóò pèsè àwọn ọkọ̀ ojú irin tuntun.,The train maintenance company will provide the new trains.
Olùdarí ò fèsì lórí ìgbà tí ọkọ̀ ojú irin láti Èkó sí Ìbàdàn yóò parí.,The conductor did not comment on when the train from Lagos to Ibadan will finish.
Wọ́n sọ fún wa pé wọn yó parí isẹ́ náà ní oṣú kẹrin ọdún tó kọjá,They told us that they will finish the work in the fourth month of last year
Sùgbọ́n wọ́n ní ìpènijà lẹnu iṣẹ́ nígbà tí mò ń bá iṣẹ́ lọ.,But they had a challenge at work while I was working.
Wọn kò tí ì rí ẹrù u wọn gbà ní èbúté láti ọ̀sẹ̀ to kọjá.,They have not seen the cargo they received at the port since last week.
Orílẹ̀-èdè Amẹ́ríkà àti Nàìjíríà yóò tọwọ́bọ ìwé àdéhùn.,The United States and Nigeria will sign an agreement.
Wọ́n dá owó iyebíye orílẹ̀ èdè Nàíjíríà tí wọ́n jí padà.,They returned the stolen Nigerian currency.
Gbogbo owó tí wọ́n kó sálọ sí ilẹ̀ òkèèrè ni wọ́n gbà padà.,All the money they took to flee to a foreign land was returned.
Ó ti fi orílẹ̀-èdè Nàìjíríà sílẹ̀ lọ sí orílẹ̀-èdè Amẹ́ríkà lọ́jọ́ Àìkú.,He left Nigeria for America on Sunday.
Ìpàdé ọ̀hún máa wáyé ní ọjọ́ Àìkú lọ́dọọdún.,That meeting will be held on Sunday every year.
Olùdámọ̀ràn fún ìjọba lórí ètò ààbò sọ̀rọ̀ lórí àjálù inú àwùjọ.,The adviser to the government on the security system talks about the disaster in society.
Aláṣẹ pàṣẹ láti mú àwọn adarí agbègbè lọ sí ibi ìpéjọpọ̀ kan,The authority ordered to bring the local leaders to a meeting place
"Ẹ̀mí tó sọnù ti di méjìlélógún báyìí, bi ìwà ìpànìyàn ṣe ń tẹ̀síwájú.","The number of missing lives has now reached twenty-two, as the killing spree continues."
Wọ́n fi ọ̀rọ omíyalé tó ìjọba léti láti wá àtúnṣe sí i.,They sent a letter to the government to seek correction.
Ó wá fi àìdùnnú rẹ̀ hàn lóríi ọwọ́ tí àwọn ọlọ́pàá fi mú ìṣẹ̀lẹ̀ náà.,He then expressed his displeasure at the police's handling of the incident.
Rògbòdìyàn máa ń wáyé ní gbogbo àsìkò ìdìbò.,Conflicts arise every election season.
"Èèyàn márùn-ún farapa, ọ̀pọ̀lọpọ̀ ọ dúkìá àti ilé sì jóná.",Five people were injured and many properties and houses were burnt.
Wọ́n ka ìwé òfin sí etí àwọn tó bá fẹ́ dá wàhálà sílẹ̀.,They read the law to the ears of those who want to cause trouble.
Títí tí wọn yóò fi mú àwọn afurasí náà àárin yín ni ọ̀daràn wà.,Until they catch the suspects there is a criminal in your midst.
